ERROR [2022-03-04 08:33:14,905] root 9543 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:36:14,477] root 9615 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:36:14,484] root 9615 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[91m[!][0m[93mSem alvo passado, execute[91m[compilador] spider [-h] [93mpara ver as opões a usar com o spide]
ERROR [2022-03-04 08:36:14,484] root 9615 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:36:33,477] root 9642 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:36:33,484] root 9642 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:37:42,461] root 9708 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
INFO [2022-03-04 08:38:02,730] root 9726 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:38:02,737] root 9726 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:38:41,454] root 9748 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:38:41,461] root 9748 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:41:48,408] root 10021 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:41:48,415] root 10021 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:43:19,407] root 10043 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:43:19,413] root 10043 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Sem alvo]]
INFO [2022-03-04 08:43:29,385] root 10051 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:43:29,392] root 10051 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:52:23,218] root 10377 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:52:23,225] root 10377 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:52:51,292] root 10381 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:52:51,299] root 10381 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:54:10,921] root 10438 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
INFO [2022-03-04 08:54:46,608] root 10467 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:54:46,615] root 10467 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:55:09,981] root 10492 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:55:09,988] root 10492 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:55:20,200] root 10519 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:55:20,207] root 10519 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:56:30,040] root 10527 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:56:30,047] root 10527 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 08:59:51,688] root 10622 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 08:59:51,695] root 10622 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Alvo desconhecido]
INFO [2022-03-04 09:01:07,879] root 10723 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:01:07,886] root 10723 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:04:35,485] root 10749 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
